origin,destination
"52.6279231, -1.9643328000000042","52.49824659999997, -2.133787200000002"
"51.37523959999991, -0.0764697000000045","51.37189430000003, -0.33557660000000633"
"51.62182160000013, -0.29129790000000766","51.56566959999997, -0.1527051999999906"
"51.37021779999979, -0.002968100000009362","51.46378730000008, -0.022774699999994825"
"53.587926800000304, -2.277552800000003","53.73329139999985, -1.9839137999999994"
"53.373377099999935, -3.043523399999998","53.41005880000009, -2.845475899999997"
"53.51164350000007, -2.5603861000000014","53.51935190000015, -2.7142547000000183"
"53.62811350000003, -2.1559272999999917","53.83840340000004, -2.2017641000000054"
"51.424723100000044, -0.43775270000001093","51.3607682999998, -0.19015510000001667"
"52.41023099999993, -1.8056574999999908","52.44405179999995, -1.9905966999999982"
"52.41348150000014, -1.8816429999999986","52.448759399999936, -2.065661900000002"
"51.42709869999994, -0.4730098000000025","51.409698100000064, -0.2565879999999966"
"52.47524559999979, -2.1369346999999923","52.435676799999854, -1.840556500000007"
"53.80136200000004, -1.5436778000000149","53.81747059999989, -1.8147778000000134"
"53.739821699999986, -2.994627699999999","53.83304270000002, -3.021704499999995"
"55.985134299999956, -3.194384499999993","55.91444730000022, -3.217923000000005"
"56.256929900000074, -4.457352600000012","56.287591900000045, -4.615166199999991"
"53.590774600000394, -2.316821399999998","53.71832579999993, -2.063822500000003"
"51.52110279999996, 0.13651889999998645","51.48903640000011, -0.05507109999999671"
"52.49639760000001, -2.096155299999993","52.43995010000014, -1.9149364000000006"
"50.325421099999964, -4.052964999999995","50.36154750000014, -4.1600112999999945"
"53.737752800000024, -0.26394569999999695","53.843263699999994, -0.4025170000000028"
"51.50481320000001, -0.2764063999999983","51.6540384, -0.09836209999999446"
"51.37848739999996, -0.113835699999993","51.26021699999994, -0.09594959999999626"
"51.27557070000009, -0.6112873000000135","51.37127930000018, -0.6686211999999977"
"55.98660640000001, -3.171389100000015","55.96561910000008, -3.335503400000006"
"53.70508660000005, -2.0273245000000033","53.81517609999989, -1.776191700000001"
"50.7346394000001, -1.6540789000000005","50.755588999999844, -1.8675227999999982"
"51.314999400000076, -0.1984130999999981","51.41545680000008, 0.00545789999999835"
"52.50839389999999, -1.904718300000015","52.39638030000007, -1.959487799999991"
"53.39666079999996, -3.040321099999998","53.364917799999816, -2.8522734000000005"
"52.577159999999964, -1.894557000000001","52.47870099999992, -1.7958602000000041"
"51.29047970000011, -0.4985953000000053","51.32333369999997, -0.6405079000000079"
"53.5735594999999, -2.435127599999993","53.556925899999726, -2.594532400000009"
"52.98616610000008, -1.4099363999999854","52.92933389999965, -1.2279256000000076"
"51.34425920000012, 0.030864899999998033","51.433291699999664, 0.08254660000000259"
"53.52604090000029, -1.9775969000000007","53.4416004, -2.1070024999999997"
"50.87341090000009, 0.6650274000000027","50.84164730000031, 0.4973466000000097"
"53.43463160000024, -2.880827699999987","53.41904319999984, -3.037378800000009"
"53.45529919999989, -1.9497138000000005","53.57780610000007, -2.0859277000000027"
"51.60185480000016, -0.03398220000000437","51.5332352000005, -0.34409509999999466"
"51.22567759999994, -2.0189562999999913","51.239240600000066, -1.879461499999996"
"51.418583699999964, -0.36608549999999634","51.33888510000006, -0.19405300000000114"
"53.7172162, -2.102035699999994","53.566895600000144, -2.3197793999999963"
"53.67964939999992, -2.073985700000006","53.5940217999999, -2.356508899999993"
"55.983156500000334, -3.248748100000001","55.94869560000039, -3.087722300000008"
"53.34150590000002, -3.3936331999999925","53.2824521, -3.593953499999993"
"51.4131909999999, 0.0415849000000152","51.495754900000584, 0.16875720000000163"
"52.92301969999999, -1.114334099999999","52.95776479999999, -1.2998248999999975"
"58.61966879999991, -5.0040819999999995","58.578906999999894, -4.880025099999999"
"51.577638300000096, -0.001235599999997633","51.610055, 0.15622210000000547"
