origin,destination
"-34.76700429999999, 117.62230520000003","-34.84723579999988, 117.57308840000029"
"-34.77799499999994, 117.10086090000021","-34.8633123, 117.09981570000001"
"-21.57853339999998, 118.52344189999981","-21.646432399999977, 118.59846889999986"
"-20.677743499999963, 120.44814079999968","-20.75715859999997, 120.39294689999967"
"-34.64300100000007, 117.43980399999963","-34.671702600000025, 117.3288038000005"
"-34.947413399999974, 117.29377310000002","-34.9184217999999, 117.18353330000008"
"-31.737485500000073, 115.80110390000036","-31.84497249999994, 115.82994320000023"
"-31.13547549999996, 125.14596159999977","-31.187916099999956, 125.03918819999976"
"-26.426805599999987, 120.69275320000003","-26.5549818, 120.78733880000041"
"-34.76365099999987, 117.30899710000028","-34.82967519999996, 117.24759640000002"
"-26.24178419999998, 121.49380090000082","-26.202517799999995, 121.38488440000079"
"-21.14761099999998, 119.42737299999975","-21.056585949999977, 119.39649839999973"
"-21.01747724999997, 119.37834617499973","-20.922702899999965, 119.3344988999997"
"-31.778627999999998, 115.73368389999992","-31.80116540000005, 115.85422900000019"
"-18.317192699999982, 125.25992500000004","-18.22288869999998, 125.26506010000004"
"-31.789521550000078, 116.25974604999988","-31.832054700000096, 116.19655810000027"
"-33.79946220000007, 150.93659099999957","-33.904721900000126, 150.96724119999993"
"-33.22681669999994, 151.55235619999945","-33.28180530000003, 151.46646600000003"
"-29.488639000000347, 150.48432880000135","-29.58938609999994, 150.67838069999942"
"-30.909227799999986, 151.28772240000026","-31.041301700000087, 151.35879669999977"
"-35.27834869999982, 149.42081520000102","-35.22674210000014, 149.5611011000005"
"-34.076018999999874, 150.48940839999943","-34.038720899999944, 150.66755700000027"
"-34.078399400000016, 149.14138540000027","-34.194590099999886, 149.02897199999987"
"-32.831814299999856, 151.35755109999985","-32.851002299999934, 151.17913820000015"
"-35.12941969999994, 147.16854660000016","-35.11004629999991, 147.43477459999974"
"-32.287753900000006, 148.71446319999995","-32.195339100000055, 148.53904280000006"
"-35.175168199999945, 147.37709239999913","-35.263979800000094, 147.17941609999988"
"-33.181225600000054, 151.58244880000044","-33.02211120000029, 151.65516370000077"
"-35.30800279999999, 149.21215019999914","-35.21907170000014, 149.09732689999956"
"-30.991771500000144, 150.0984549000007","-31.001220600000032, 150.31687930000004"
"-34.524393699999905, 144.86903805000009","-34.499695600000194, 144.71857929999885"
"-34.57700906875007, 150.39645584374978","-34.461232000000095, 150.29433340000006"
"-34.47984020000153, 150.8683807999992","-34.61683530000029, 150.76935060000017"
"-31.910758199999908, 152.4505044000009","-31.903346199999977, 152.28946290000025"
"-31.13616080000015, 150.95079199999958","-31.044803099999804, 150.72894519999937"
"-33.473343499999885, 151.19195799999864","-33.450902099999865, 151.3785144"
"-33.51568019999985, 149.4168452999998","-33.40969570000009, 149.61964710000007"
"-31.204161900000106, 152.81289529999984","-31.078919599999946, 152.76236480000046"
"-29.319060900000174, 153.22881580000083","-29.38769689999996, 153.3322255000005"
"-32.15414290000016, 152.496157100001","-32.30324089999996, 152.52057069999998"
"-33.37857389999985, 149.67021799999992","-33.55254530000002, 149.52001870000004"
"-33.455057800000006, 149.8439817999998","-33.39340899999985, 149.6698661"
"-34.31051410000017, 150.51670569999908","-34.16473949999998, 150.59140180000017"
"-33.28453920000023, 151.56299469999973","-33.16170779999999, 151.4511277999997"
"-31.727230700000078, 146.89310389999986","-31.874849400000002, 146.90670270000038"
"-28.345128499999895, 153.29715290000064","-28.331674600000163, 153.4211371000006"
"-35.31030240000017, 150.4623971999995","-35.46783859999994, 150.36918709999875"
"-32.35572890000019, 148.64936874999952","-32.19555349999987, 148.6077814999996"
"-33.143873500000126, 151.5391453000004","-33.05381409999976, 151.4022085000001"
"-28.59186060000005, 153.26081810000022","-28.45932809999983, 153.19067830000014"
"-28.635621299999926, 153.63552079999974","-28.59207240000036, 153.5211518999991"
"-32.91208589999991, 151.3113285000006","-32.69535210000007, 151.34134730000025"
"-34.31066079999999, 148.92677700000021","-34.48444280000026, 148.90916699999968"
"-35.11535730000001, 149.08742260000002","-35.258212099999874, 149.04520060000016"
"-35.08871559999981, 149.21262990000076","-35.25096520000024, 149.16821019999995"
"-29.810332200000065, 152.86939789999983","-29.686644999999945, 152.93035420000035"
"-28.9789252, 150.17282524999908","-28.92063620000014, 150.07809364999977"
"-32.70387580000008, 151.4160943999999","-32.67912360000013, 151.20700650000003"
"-28.533224799999928, 153.5123519000003","-28.545725999999917, 153.41211429999979"
"-28.811752999999847, 153.33802700000018","-28.759029999999953, 153.10917559999942"
"-34.926844300000056, 150.60355810000013","-35.07498330000002, 150.69363920000072"
"-32.794145000001194, 151.64584619999977","-32.884659100000114, 151.78504009999963"
"-35.511832200000036, 144.93420799999967","-35.59907120000022, 145.17714539999963"
"-31.892630199999992, 141.45352600000032","-31.976486099999835, 141.39280720000028"
"-28.926530299999992, 153.37152490000028","-28.828440200000014, 153.30554779999989"
"-28.767348700000177, 152.83979329999985","-28.7211921000002, 152.99304130000078"
"-33.48173700000014, 148.00764949999987","-33.31085209999996, 148.0098106999997"
"-30.976970299999795, 151.50720510000002","-31.11711320000011, 151.38808369999967"
"-29.560318800000474, 152.63030949999992","-29.46555460000006, 152.67921669999998"
"-32.260154099999966, 148.44729530000018","-32.2188636999999, 148.6167305000005"
"-32.35230390000017, 148.6968062999995","-32.219282099999916, 148.67059699999987"
"-34.84687500000007, 150.64766629999903","-34.98007920000012, 150.57005979999897"
"-28.76941770000017, 152.84281609999982","-28.741995300000045, 152.97906960000023"
"-31.466432799999918, 152.6615444000003","-31.451531200000012, 152.81120359999986"
"-33.69493289999994, 149.9439705000003","-33.54293960000008, 149.91289759999987"
"-33.35359660000019, 149.5166907999995","-33.44772539999984, 149.70359749999992"
"-36.02832759999999, 146.95172209999942","-36.05727629999993, 147.05683529999936"
"-35.10444880000032, 147.23231080000065","-35.127007599999985, 147.43122130000043"
"-29.682469700000148, 152.81285919999954","-29.657033999999893, 153.01788929999998"
"-29.43867419999998, 150.87915479999987","-29.289499399999876, 150.75912969999982"
"-33.374037499999694, 147.99619830000157","-33.48795310000007, 148.12104499999984"
"-29.134308800000053, 153.41611160000016","-29.03843509999982, 153.4523453999995"
"-33.413817499999986, 151.33519069999983","-33.271247800000296, 151.40754740000023"
"-33.27997370000003, 149.19735050000028","-33.343128100000015, 148.98293999999896"
"-29.45886770000019, 151.08716879999952","-29.420215899999977, 150.84528339999983"
"-28.75116670000018, 152.90846599999986","-28.79588740000001, 152.8110886000003"
"-34.80817000000013, 147.65870619999964","-34.97426999999995, 147.50666400000011"
"-28.64037910000005, 153.63611990000143","-28.67272429999983, 153.5145125999996"
"-32.72703910000013, 151.19032789999997","-32.57695913750012, 151.0900988500009"
"-34.60343310000006, 150.50687489999981","-34.48502849999988, 150.40065519999956"
"-33.54047470000034, 150.724100299999","-33.703923500000066, 150.8139623000007"
"-30.866036500000046, 151.42910809999964","-31.013144500000056, 151.3233390999998"
"-34.033860599999976, 150.87216770000012","-34.150349100000206, 150.74471340000025"
"-30.12701790000092, 153.20392490000057","-30.281092500000167, 153.09192510000022"
"-31.219144100000012, 151.05215809999976","-31.033100499999744, 150.88767220000014"
"-33.33265829999985, 149.45671770000035","-33.45870430000018, 149.5915274999999"
"-36.57698850000001, 149.7705102999999","-36.477084700000006, 149.88608840000023"
"-29.51786169999998, 152.48830020000005","-29.622068100000234, 152.6150159000005"
"-28.882244299999996, 153.37822720000023","-28.811181500000224, 153.46096490000087"
"-32.180375200000064, 152.5199291999999","-32.13054319999993, 152.36738649999967"
"-31.50690400000013, 151.21770049999913","-31.543139200000066, 151.02958649999889"
"-35.98032850000025, 145.9813875999991","-35.86294120000002, 146.06798040000035"
"-31.77103480000008, 146.8934397999998","-31.920462400000005, 146.91891610000036"
"-31.969110800000006, 141.46932720000018","-31.90069250000013, 141.305733"
"-35.31051070000009, 149.47407770000027","-35.213061900000135, 149.5668503000004"
"-29.529040499999983, 150.68708179999916","-29.514807600000346, 150.54052810000132"
"-35.5380300999999, 144.9920496000001","-35.50256709999999, 144.7906990000001"
"-35.332899599999884, 148.31661599999907","-35.32607090000007, 148.04995129999944"
"-31.267858700000374, 151.03507699999992","-31.075085599999845, 150.9445904999991"
"-34.65643490000025, 149.7152128999997","-34.82473109999998, 149.59833229999995"
"-28.366624099999953, 153.38831130000116","-28.24974220000002, 153.50142849999946"
"-28.778642400000223, 153.31502500000025","-28.84977240000019, 153.4124382000016"
"-28.953168899999984, 152.43167100000016","-28.908603100000043, 152.28357830000044"
"-35.282238900000436, 147.97494040000066","-35.327972900000034, 148.2294070999994"
"-32.575348899999845, 142.1741955999996","-32.459732900000084, 142.34975869999906"
"-31.96843669999985, 141.43496619999917","-31.83972913749968, 141.51114583749975"
"-37.717821, 145.23736599999907","-37.74726210000017, 144.9785308000008"
"-37.63644599999986, 145.1461494000004","-37.863274000000025, 145.14599579999887"
"-38.218306499999976, 144.54490039999953","-38.15317570000006, 144.29613719999992"
"-38.59008420000002, 145.60853899999975","-38.500034700000086, 145.22342670000143"
"-38.038690100000025, 145.3044879000002","-37.718877099999986, 144.9969226000003"
"-36.698684200000045, 144.32130329999973","-37.052122499999925, 144.29276049999947"
"-37.81017399999987, 144.68361200000064","-37.888117800000096, 145.1925344999992"
"-36.90494159999944, 144.1179984000002","-36.66692819999988, 144.4013613000005"
"-38.312708700000265, 144.68447020000013","-38.330286799999946, 145.09416990000022"
"-37.76812630000008, 144.9793886999991","-37.868135200000154, 144.46284949999952"
"-36.884633800000586, 144.37460789999972","-36.547209099999776, 144.37351340000063"
"-37.73661800000074, 145.33396240000002","-37.825096499999745, 145.73776189999964"
"-38.225669550000035, 145.15361809999993","-38.31367400000026, 144.68619430000012"
"-37.841542700000005, 145.0032242999999","-37.903210100000166, 145.47010819999906"
"-37.78973339999993, 145.4300305000002","-38.10879149999979, 145.13986179999984"
"-36.48702170000007, 144.48399405000026","-36.81029490000001, 144.26157890000025"
"-37.80671230000021, 145.7073897","-37.77148100000016, 145.3151375"
"-36.902562599999435, 144.1285178000002","-36.62544130000005, 144.43608560000078"
"-38.28039289999991, 145.11321849999982","-38.33026280000004, 144.71261019999926"
"-36.776259400000065, 144.2333354000002","-36.42882940000013, 144.41022130000033"
"-36.61973375000004, 144.5120915500002","-36.943334799999754, 144.23422929999936"
"-37.75431619999994, 145.76347600000008","-37.8077444, 145.3780970000004"
"-37.754976700000036, 145.72713359999992","-37.7774237000002, 145.30870680000007"
