origin,destination
"39.60008640000006, -8.906737799999984","39.503299799999986, -8.777231400000018"
"39.052045499999934, -9.412026799999975","38.898069400000516, -9.432428099999981"
"38.871109199999985, -9.418299800000037","39.0155949999999, -9.39328439999999"
"39.47856629999998, -8.984704400000025","39.470561000000025, -9.193103299999986"
"41.4606750999999, -8.61448939999999","41.439441700000096, -8.43159869999997"
"38.536954499999865, -8.807119299999995","38.46044190000002, -9.016092699999941"
"39.47919459999997, -8.76291920000003","39.52574539999998, -8.966090099999986"
"42.05907719999957, -8.518041300000004","41.97027630000024, -8.366036099999958"
"39.48032670000012, -9.045346999999948","39.504243600000095, -8.8478191"
"39.50039830000022, -9.04723319999996","39.45427090000015, -8.814043500000004"
"41.11089669999977, -8.18851609999999","41.223264199999996, -8.051497899999992"
"39.48971810000016, -9.052699499999948","39.46889340000014, -8.864983699999984"
"39.451848600000005, -8.976399299999978","39.481672900000085, -9.181490900000028"
"39.48829460000003, -9.051343800000007","39.45803669999993, -8.861334700000015"
"39.481034200000174, -9.051535400000004","39.49209439999995, -8.797050899999999"
"39.452517500000404, -9.078000399999992","39.451262000000284, -8.879251899999964"
"39.42018200000035, -9.022722999999994","39.55905040000001, -9.080913899999995"
"39.385697200000074, -8.813207799999969","39.22437440000006, -8.679242600000025"
"39.459175499999915, -8.8476216","39.47842569999966, -9.080388399999958"
"38.51852500000003, -8.821284100000003","38.46044809999991, -9.023624400000022"
"39.422365299999875, -9.229186200000013","39.369783100000085, -9.396842099999995"
"40.376054000000124, -8.407445499999968","40.56013370000022, -8.41507969999996"
"39.437382500000176, -8.854847599999976","39.486196700000114, -9.038588499999985"
"39.487914299999964, -9.077425100000008","39.44963870000012, -8.86324620000001"
"38.86780149999981, -9.41856410000002","39.01826000000001, -9.395333200000016"
"39.010543200000185, -9.398063299999988","38.88581020000005, -9.433421500000007"
"39.49515779999991, -8.84706230000005","39.513425900000044, -9.051069899999945"
"39.41992409999974, -9.238172700000053","39.35950589999995, -9.408399499999964"
"39.52304470000006, -9.063018000000005","39.5002473999999, -8.844625000000034"
"38.86282479999997, -9.373081600000061","38.96481159999991, -9.30402480000001"
"39.282063599999965, -9.040037500000004","39.44553299999988, -9.043270500000013"
"39.49259939999991, -8.805370400000038","39.487373000000034, -9.047818900000008"
"39.465573799999866, -9.053537399999886","39.49429569999973, -8.849690999999973"
"38.46244600000002, -9.007702899999943","38.49033539999997, -8.800756899999973"
"39.45173760000012, -8.865786900000009","39.4644575, -9.071690400000005"
"39.27016270000002, -9.042186699999993","39.43073840000036, -9.010634500000018"
"40.3654759, -8.4802008","40.54391189999991, -8.428939500000036"
"39.49313550000017, -9.052787999999946","39.5046221000001, -8.8448487"
"41.45062200000042, -8.60426910000001","41.45250589999998, -8.39991509999999"
"42.066518599999625, -8.491890100000004","41.971721000000244, -8.359693599999957"
"39.450698399999936, -8.829604199999999","39.51004639999971, -9.058916999999996"
"42.02432209999959, -8.476977900000024","41.97542960000025, -8.355417899999958"
"40.54095509999992, -7.746396599999998","40.69044499999995, -7.695332299999994"
"38.59559999999992, -8.915190900000004","38.465482000000016, -9.002635199999943"
"39.459106800000065, -8.850833700000003","39.47854449999997, -9.076752000000015"
"39.47076000000008, -8.772830599999988","39.507123999999976, -9.000682799999986"
"39.52013980000002, -9.072614700000004","39.4740652000001, -8.862981500000041"
"41.22669370000002, -8.045277999999994","41.10067289999998, -8.15666569999999"
"39.51023249999972, -9.063460499999994","39.4940731999999, -8.807323000000052"
"40.402381800000036, -8.410389799999967","40.5157574999998, -8.598861099999956"
"38.54665820000001, -8.841513600000004","38.46073520000003, -9.012754899999933"
"39.47137170000015, -8.858161599999983","39.50370130000021, -9.043799899999952"
"39.005845300000075, -9.36613419999999","38.85126120000023, -9.413629800000004"
"39.502741099999916, -8.82452130000005","39.46715909999997, -9.06148460000001"
"41.98044850000012, -8.354404399999975","42.06889240000011, -8.501464000000016"
"40.50075260000051, -8.600063699999922","40.36206830000006, -8.435775099999981"
"42.050866399999904, -8.505023400000011","41.96747480000025, -8.37327039999996"
"39.29846259999986, -9.061613899999974","39.44371759999982, -8.997063799999985"
"39.0818051999999, -9.411174800000019","38.879858800000264, -9.366665400000045"
"39.035486399999975, -9.396363000000004","38.89094190000008, -9.415914699999963"
"40.34178300000015, -8.48765189999996","40.54659199999993, -8.425785500000053"
"39.49687149999992, -8.812708900000048","39.512719799999964, -9.001391599999987"
"39.46891349999991, -9.151215099999934","39.45573110000003, -8.96419169999998"
"39.44050840000022, -8.85615919999997","39.46402200000042, -9.079966999999984"
"38.86486489999995, -9.431085800000037","38.98950939999993, -9.363779300000017"
"40.30849709999999, -8.44919550000002","40.5396934, -8.450433400000003"
"39.470843900000006, -9.0657282","39.45959830000003, -8.854506699999988"
"39.50829160000001, -8.983941300000053","39.48905300000004, -8.773016899999986"
"39.39810570000019, -9.01528020000001","39.552067199999776, -9.042761500000008"
"39.448666900000326, -9.101953099999989","39.450866500000274, -8.878624199999964"
"38.495214699999934, -8.812379599999954","38.464114400000064, -9.027038799999971"
"39.42378459999988, -9.23864509999991","39.34158590000022, -9.099417899999994"
"39.45150490000007, -8.83544329999998","39.48831039999998, -9.064073199999974"
"40.3327738999997, -8.43296480000003","40.55886730000016, -8.437727599999993"
"39.491225000000185, -9.052686099999947","39.484182700000076, -8.86155990000005"
"39.51038770000019, -9.049102699999956","39.45605479999993, -8.853810100000013"
"39.01173999999986, -9.364557300000003","38.852120500000005, -9.397162500000002"
"40.3236445000001, -8.450219599999967","40.553256499999975, -8.450348100000038"
"38.8669474000002, -9.442222000000047","38.98050220000006, -9.375706199999998"
"40.48885470000003, -8.380509299999986","40.30058930000011, -8.45455679999997"
"39.48947590000008, -8.856361899999998","39.49346350000011, -9.069698400000025"
"41.411193599999876, -7.875373900000074","41.42588819999997, -8.091278299999981"
"39.492949099999954, -8.782105200000016","39.53209379999989, -8.970833099999977"
"39.497614200000235, -9.152516999999976","39.42824160000005, -8.980631799999912"
"39.50626749999972, -9.058525199999995","39.49872749999992, -8.849187500000047"
"41.75121659999998, -8.845700000000045","41.64594940000003, -8.654702600000023"
"39.4447974, -8.976504399999993","39.50495090000008, -9.15587370000001"
"39.27750249999993, -9.0309466","39.443446299999906, -9.028364800000025"
"39.296278700000165, -9.066043399999957","39.438815399999825, -8.98773999999998"
"38.91052910000012, -9.413190900000016","39.07855420000007, -9.418537899999997"
