origin,destination
"11.832856600000015, 79.80407509999992","11.992161400000018, 79.8518110999998"
"23.411486500000127, 85.2884012000005","23.48503839999998, 85.03314460000092"
"8.947750400000018, 77.63413300000005","8.768721000000067, 77.64443710000057"
"16.473424200000128, 81.82617049999989","16.562821600000014, 82.01139450000014"
"30.321545800000063, 77.8936651999997","30.224201499999992, 77.93891749999992"
"22.30331549999998, 88.46936059999993","22.471502399999867, 88.39558379999961"
"22.094187299999973, 85.87442609999978","22.241348999999975, 85.80575659999982"
"29.295885599999995, 79.55900349999993","29.162596300000207, 79.45264890000011"
"22.522173299999938, 88.3375422","22.666241499999874, 88.34281969999977"
"16.445197800000003, 81.8306539","16.569616399999965, 81.98301939999992"
"26.469421700000062, 80.3850383999995","26.446829399999874, 80.24711490000018"
"16.432938899999996, 81.92407519999983","16.464611000000023, 81.75393219999998"
"10.322603599999923, 78.1631568","10.233270300000134, 78.1421764999997"
"22.905634200000055, 88.39497690000067","22.73708389999998, 88.35336399999994"
"13.228186999999998, 80.33002900000014","13.128204800000105, 80.25181440000048"
"29.13385599999996, 79.52350410000018","29.305413500000036, 79.5295823000001"
"8.5311311, 76.91075420000026","8.498700899999966, 77.01685089999968"
"23.812333700000014, 86.49920140000006","23.74061390000013, 86.37216270000022"
"22.5243958, 88.32127309999993","22.6459115, 88.38846249999997"
"22.469632100000016, 88.29658539999996","22.588103900000032, 88.39714390000026"
"22.676122599999992, 88.3766623999999","22.505773600000044, 88.3516446999996"
"16.71163459999994, 81.8110071","16.8775451, 81.75478760000001"
"16.63833510000008, 82.0324603000005","16.73279129999987, 82.18193159999986"
"14.256398799999962, 74.79412220000003","14.255630900000012, 74.66907000000019"
"27.924382499999727, 78.13683150000035","27.840745800000022, 78.04181770000022"
"26.697962599999986, 80.96559039999977","26.851270499999778, 80.9148487999999"
"16.64333799999995, 82.09767400000008","16.523108500000028, 81.99447320000023"
"16.601729800000005, 82.14007620000015","16.58389170000007, 81.9659042000001"
"17.65909620000003, 74.07479090000028","17.780061800000226, 74.06221689999988"
"22.155920899999973, 85.8355821999998","22.259829199999984, 85.73296179999961"
"16.48521569999999, 81.86287790000038","16.616783500000082, 81.92339959999946"
"17.37033, 73.93453000000008","17.298147399999934, 74.12808679999978"
"29.7638779, 78.5519862","29.830476499999943, 78.66374219999977"
"13.112100899999888, 76.37637449999995","13.199650499999809, 76.45835560000016"
"22.558703499999947, 88.27698249999978","22.44320170000014, 88.39101789999988"
"18.82503440000006, 84.19025929999992","18.826091099999967, 84.36556940000003"
"29.036494999999988, 79.44512679999997","29.16612279999997, 79.4942572999999"
"31.69847800000003, 76.94877039999986","31.887909999999806, 76.91151500000008"
"23.537179900000115, 84.94124649999975","23.42471159999993, 85.15863690000043"
"25.25446319999999, 83.04746680000004","25.405874199999943, 82.99882020000005"
"16.462636699999997, 81.94298760000004","16.599060500000004, 82.04231899999996"
"29.866505000000075, 77.27457100000018","29.92194374999999, 77.38511125000011"
"16.4108669000001, 81.9178389999999","16.541420100000018, 81.97882170000017"
"12.256896899999992, 79.99210300000034","12.052742699999973, 79.87780719999972"
"16.76884639999991, 81.83751229999969","16.592585799999977, 81.99261229999986"
"29.11897669999996, 79.52316280000005","28.953775899999968, 79.38625859999942"
"28.945798649999894, 73.52314089999962","28.990120499999993, 73.63020270000007"
"14.069283700000074, 75.37364530000013","14.092828100000066, 75.18633150000059"
"16.602131900000085, 81.88257599999999","16.575559899999963, 82.05849869999965"
"22.32058460000009, 87.83411110000038","22.226378200000106, 87.92542590000049"
"28.65113329999996, 73.42575139999974","28.765435099999888, 73.39527309999964"
"10.02393239999999, 77.0538088999999","10.028337899999997, 76.88558580000014"
"30.628645400000018, 75.485283","30.662562499999954, 75.6347682"
"22.342967799999975, 75.48995239999986","22.48530460000004, 75.43543549999976"
"14.662169999999989, 77.12273599999969","14.794084100000019, 77.15012669999965"
"17.531634100000026, 74.28998529999977","17.581492900000075, 74.18107419999963"
"29.7648261, 78.55252850000001","29.830080599999985, 78.69666239999977"
"28.66506700000001, 77.3805526999999","28.778647600000156, 77.23562070000042"
"31.85790600000017, 75.21142290000014","32.01626389999998, 75.06351289999982"
"22.51464749999999, 88.40139810000002","22.398832499999966, 88.28648300000035"
"17.720300900000037, 74.17984840000007","17.647183199999976, 73.99457780000007"
"12.748104699999976, 77.47318770000021","12.865165200000163, 77.55600650000044"
"29.880835000000065, 79.37722470000018","29.741845399999992, 79.37218120000004"
"16.66158289999994, 82.08249469999998","16.51199629999996, 81.91324519999999"
"11.829114799999978, 79.8053851000001","11.96027849999997, 79.81404689999984"
"22.55198859999999, 88.32701009999988","22.516380200000057, 88.48373790000021"
"12.141764999999983, 79.92363999999996","11.990915700000006, 79.78411339999995"
"25.5977784, 85.16929509999991","25.604982000000003, 84.98606510000073"
"15.434765199999797, 73.94804489999983","15.431113900000037, 73.86697070000028"
"29.898398400000016, 77.21810929999998","29.920491899999966, 77.43716560000011"
"10.846925200000003, 77.01500180000009","11.028798399999959, 76.9743084"
"20.232510999999967, 85.74673670000011","20.124042700000018, 85.50514180000107"
"29.904576500000047, 77.85320880000019","30.054480900000037, 77.67795649999987"
"31.79259429999992, 74.77227699999997","31.606768500000058, 74.82314469999994"
"25.551413200000034, 85.45834500000015","25.515204999999998, 85.24244139999999"
"14.480586300000017, 75.97278920000008","14.425289900000111, 75.80123229999961"
"18.73570880000001, 73.80693420000021","18.55294029999996, 73.88098709999976"
"17.429569000000015, 73.65545890000021","17.567231899999992, 73.50141860000019"
