origin,destination
"42.773242499999895, 141.40776530000008","42.89256289999842, 141.34210279999905"
"33.19908199999985, 129.8862759999993","33.21370230000025, 130.1340154999996"
"35.88320380000005, 139.4393113999999","35.87103329999998, 139.18118530000018"
"33.49398899999869, 134.2378780000007","33.66001699999986, 134.41576700000056"
"35.07166139999852, 135.36880360000046","35.2407223999999, 135.29714190000118"
"26.73518200000005, 128.24890100000036","26.632704000000167, 128.2062549999997"
"35.89002029999994, 140.17193700000004","35.92808649999994, 139.9111905000009"
"35.599458999999875, 139.19939800000046","35.497500700000025, 138.97603379999998"
"35.72766880000016, 139.49686079999978","35.57720779999998, 139.60183520000015"
"33.37841819999982, 134.21132020000093","33.57527899999973, 134.30111100000036"
"36.20063099999932, 138.80361999999994","36.229184999999816, 138.5468800000009"
"35.606948400000114, 139.20069740000014","35.51470640000017, 139.01307559999879"
"33.71950270000026, 133.93936959999934","33.57869389999956, 133.6950282999998"
"35.576323099999996, 139.42825910000002","35.687325899999905, 139.6178047000008"
"26.669812000000576, 127.99748099999988","26.762329200000057, 128.19638229999993"
"33.690956999999536, 134.44278600000047","33.5087009999986, 134.26215300000098"
"35.888219999999976, 140.195528","35.840658800000234, 139.9440038000001"
"33.25578499999999, 129.92278500000035","33.071897000000334, 129.80012199999996"
"44.13969799999983, 141.7723369999998","44.22606599999962, 141.7304529999995"
"33.2997158999999, 134.16622249999895","33.515843999998516, 134.27474900000118"
"35.904985899999815, 139.15996810000073","35.85921770000005, 139.38936320000002"
"43.82602299999991, 142.44799239999915","43.710282999998945, 142.34055300000034"
"42.801321600000065, 140.68544630000054","42.876146999999506, 140.91786600000026"
"35.14279899999868, 136.2810760000002","34.92800899999997, 136.16981710000007"
"26.68083230000013, 128.26881469999944","26.585322300000122, 128.12861230000036"
"32.97041369999988, 131.1871757999998","32.957338000000135, 131.3639710000003"
"35.62678630000002, 134.4550569000001","35.476610999998165, 134.57159300000015"
"33.22885399999972, 129.84317699999986","33.18634950000001, 130.13205579999982"
"43.67323530000007, 142.5514849000005","43.76451230000006, 142.35419440000027"
"43.69613999999842, 142.7260910000002","43.77863399999915, 142.6892599999999"
"36.648615100000356, 139.15627850000013","36.743411799999876, 138.83554410000042"
"26.60329600000008, 128.13340099999962","26.698093000000107, 127.96609499999974"
"32.89435080000126, 129.66932379999955","32.768959799999635, 129.82233140000082"
"36.180538999999996, 138.18416700000049","36.25239199999999, 138.39808000000005"
"43.88936299999928, 142.75369100000003","43.79658299999997, 142.78761900000006"
"34.29040060000024, 132.13544210000018","34.457059999999956, 132.07729600000027"
"36.22032299999875, 138.55673800000042","36.214833399999506, 138.8014539000001"
"26.8116989, 128.31861519999958","26.68910989999996, 128.23551849999987"
"35.76206960000003, 139.61791570000065","35.58524709999929, 139.61446579999955"
"31.259189000000195, 130.2488649999999","31.41491560000038, 130.36971790000038"
"37.58736299999985, 139.82651340000035","37.367014000000026, 139.78030000000015"
"33.66969499999979, 134.4097050000004","33.50255229999991, 134.26869860000025"
"26.589437900000178, 128.13071550000058","26.661325000000332, 127.89370200000006"
"35.81202849999997, 140.13767210000034","35.96123829999995, 139.9510986999995"
"35.076545000000046, 137.41294499999913","34.94083999999976, 137.58189899999985"
"34.73645210000003, 135.8295294999998","34.7360190000009, 136.10428399999947"
"35.78066900000001, 139.52836180000017","35.60846919999997, 139.47881499999988"
"34.04939529999902, 134.020748699999","34.19791299999936, 133.8623070000003"
"35.94727420000006, 139.90245360000006","35.87399899999958, 140.15814999999955"
"33.412613899999876, 134.2173407999995","33.62444800000041, 134.3394657"
"33.063848100002005, 129.81475140000143","33.17941049999949, 129.9881862999996"
"34.97244159999992, 139.1200964999992","34.79029219999997, 139.06045929999996"
"33.042544600000205, 129.8271077000005","33.178822200000134, 129.96558979999986"
"36.297208000000076, 138.13301320000008","36.38385819999984, 137.86676829999945"
"35.6214390000001, 139.13314150000016","35.47933699999969, 139.27437499999985"
"33.05004600000005, 129.84406309999991","33.13081470000021, 130.05305100000024"
"35.68952820000017, 139.40948110000022","35.84919920000002, 139.30591370000008"
"37.38095799999999, 139.809954","37.62714500000008, 139.79632700000025"
"35.48080899999758, 134.56158300000004","35.620472300000216, 134.42205799999957"
"26.67678200000028, 128.16293500000018","26.724015999999494, 128.28944099999975"
"42.795619800000225, 141.3642045000017","42.91622509999906, 141.37087869999937"
"33.333923699998984, 129.71221509999953","33.1832633999982, 129.7872947999994"
"35.704629599999976, 139.539583200001","35.55769819999992, 139.4251823000002"
"26.68097100000049, 127.92344079999992","26.671282700000155, 128.11334270000003"
"35.76958340000008, 139.25986930000042","35.79651859999987, 139.04406709999952"
"34.756193700000225, 135.38730500000025","34.96078269999964, 135.4057847000007"
"35.306954999999896, 135.0344280000001","35.48589339999986, 134.9520347999998"
"35.76586839999962, 138.7403388999992","35.933935400000074, 138.84016889999972"
"36.2473009999998, 138.7583149999998","36.234614099999966, 138.48815990000034"
"39.676251000000065, 141.09885099999983","39.79440500000012, 141.33659999999986"
"36.14009000000049, 138.3015430000003","36.012851199999936, 138.15540990000034"
"26.096499800000004, 127.70356309999998","26.378097999999977, 127.86054100000011"
"42.81671790000005, 140.71523879999967","42.75712100000002, 141.040902"
"35.93697589999994, 139.9117248999998","35.49524420000036, 139.68125910000046"
"31.534806000000113, 130.47319999999982","31.79297700000127, 130.67830400000096"
"33.047885000000036, 129.90592599999982","33.239239699999935, 130.2461545"
"35.713727300000194, 139.35582989999955","35.69625990000014, 139.89786459999914"
"26.472365999999997, 127.84945999999987","26.64124299999919, 128.09118999999933"
"33.21234649999997, 130.17996029999986","33.0184880999998, 130.46342949999948"
"31.68852700000028, 130.34333900000055","31.972162899999734, 130.2099556000005"
"43.92225799999976, 144.54056000000028","43.98552809999852, 144.2597312999994"
"33.30998899999999, 131.2328739999999","33.40949699999995, 131.61872100000028"
"35.48748289999983, 139.74848009999985","35.908540999999936, 139.9190054999988"
"43.685602599999804, 142.38743429999968","43.8997412999997, 142.41212469999948"
"35.75396469999999, 139.6981442000002","35.36260400000007, 139.40715439999994"
"35.99942420000092, 140.0272974000001","35.627751999999965, 139.6555759000008"
"26.686321000001158, 128.0058911999998","26.444173499999998, 127.93398769999985"
"26.162520099999917, 127.80776309999997","26.359246000000127, 127.82949400000005"
"34.98193830000005, 135.7973918999997","34.544902999999955, 135.61793970000076"
