origin,destination
"55.021285700000114, 24.000242099999998","54.868422100000096, 23.932332500000108"
"54.872736700000615, 23.929243499999888","54.99624490000001, 23.7297806"
"54.62415779999978, 25.19361120000005","54.72696839999991, 25.457194200000007"
"54.59576230000034, 25.258336500000016","54.73815209999976, 25.429259500000054"
"54.97485300000011, 23.738779700000034","54.89382160000016, 23.938015399999994"
"54.72855169999993, 25.464272299999987","54.63178560000014, 25.175658199999937"
"54.725664100000344, 23.968106499999877","54.905995200000085, 23.96536719999999"
"54.87357860000043, 23.96645190000013","55.00573559999995, 23.72824990000002"
"55.78650819999996, 23.402806100000042","55.9087937000012, 23.2187838000001"
"54.81135149999986, 25.362584899999884","54.655041899999866, 25.394031099999985"
"54.86682619999999, 23.991752999999964","54.943145000000015, 23.72268140000008"
"54.76158760000002, 25.16724169999996","54.71004000000006, 25.42571609999995"
"54.96245030000023, 23.72768570000003","54.87655499999995, 23.967747700000004"
"54.80981190000004, 25.36519999999995","54.66878510000004, 25.430714699999886"
"55.00564520000024, 23.728236799999948","54.895136299999976, 23.945525299999996"
"54.86149759999998, 23.9361624","55.020233800000106, 24.009583599999996"
"54.97854040000012, 23.78873059999992","54.85805020000012, 23.99513729999999"
"54.68324240000012, 25.381811500000104","54.82957760000021, 25.367598400000126"
"54.8621672, 23.849563900000096","54.879522000000016, 24.125613700000045"
"54.754686100000164, 25.397124200000146","54.591150399999975, 25.42356220000009"
"54.71246960000057, 25.405336900000005","54.77472909999995, 25.134658700000024"
"54.86764880000022, 23.94717729999993","54.97295850000015, 23.748022500000108"
"54.84156649999994, 24.146536299999983","54.916998400000054, 23.879694400000048"
"54.61432280000034, 25.254966999999937","54.727098199999986, 25.39738609999999"
"54.984563500000114, 23.73547230000011","54.862099899999954, 23.891038200000004"
"54.85542849999988, 24.002824100000005","54.93568690000013, 23.783363199999748"
"54.77420960000003, 25.16217689999995","54.71518600000007, 25.42271300000003"
"54.9948180000001, 23.731159900000108","54.88652220000063, 23.98058420000001"
"54.997103500000016, 24.041008199999922","54.86471580000057, 23.95041510000003"
"54.673032500000026, 25.31066449999998","54.84272299999991, 25.35894910000005"
"54.97300080000015, 23.768209200000108","54.885925700000634, 23.977964600000014"
"54.74196829999999, 25.443370300000012","54.62889379999981, 25.221473499999977"
"54.975128700000184, 23.764578099999955","54.862920199999955, 24.00481719999999"
"54.676524100000066, 25.34358810000003","54.83153920000022, 25.357188600000118"
"54.86381440000003, 23.999347999999948","54.94996120000032, 23.74389720000017"
"54.86722310000017, 23.965928999999978","54.97295850000015, 23.748022500000108"
"54.59230669999994, 25.343131100000022","54.763294900000396, 25.405511499999918"
"54.85730439999986, 23.729727600000036","54.890412000000104, 23.990192199999946"
"54.71273840000019, 25.42588320000003","54.79964799999993, 25.2082265"
"54.862545100000055, 23.949451299999943","54.97295850000015, 23.748022500000108"
"54.938614000000264, 23.69548200000003","54.895203600000016, 23.931382399999993"
"54.88100599999996, 23.985766799999972","54.949572600000316, 23.733500200000172"
"54.621424899999994, 25.29522640000003","54.74354140000023, 25.440851700000056"
"54.83055960000021, 25.369249500000127","54.67956510000043, 25.344001199999887"
"54.99817670000011, 24.032010700000015","54.867538999999994, 23.943844800000015"
"54.67017960000005, 25.421162899999885","54.82482490000003, 25.365850899999998"
"54.854132399999884, 23.99818310000001","54.94152740000028, 23.736582600000162"
"54.67264230000034, 25.399602000000126","54.81886530000003, 25.359188"
"54.636466000000055, 25.428994999999915","54.79120539999967, 25.401421899999974"
"54.83553500000021, 25.36137430000013","54.69544830000042, 25.354998300000023"
"54.669868100000016, 25.29503209999999","54.8307848000002, 25.364101100000127"
"54.61621169999992, 25.220599499999963","54.72872830000052, 25.390233200000065"
