origin,destination
"47.08665159999992, 9.651649900000015","47.4487800999999, 9.702090699999992"
"48.214792400000086, 16.509546299999997","48.037535600000034, 15.943550199999992"
"48.07170589999999, 16.69642179999999","48.30503270000013, 16.24480950000001"
"46.962122299999876, 10.077174100000013","47.1908796999999, 9.689510799999972"
"47.2181186000001, 9.666768700000079","47.01200609999993, 9.952187699999994"
"47.315014, 10.495509400000067","47.19736019999999, 10.10492139999998"
"47.10297620000016, 9.65477800000002","47.48647440000014, 9.814847900000025"
"47.003011200000465, 10.001811800000004","47.161436500000164, 9.692638000000017"
"47.54312380000016, 10.683621500000001","47.278126999999664, 10.427622200000025"
"47.89164919999992, 16.270075700000003","48.337083299999954, 16.29972930000003"
"46.74289400000011, 12.414104999999973","46.76285409999998, 12.9361571"
"47.30187180000001, 9.622217599999994","47.544717799999795, 9.88741880000002"
"47.92771819999994, 16.563034399999978","48.29268140000012, 16.48965719999999"
"48.35870270000022, 16.781630999999898","48.121664300000276, 16.317494799999974"
"48.651337199999965, 16.513294800000022","48.69437950000015, 15.962667099999921"
"48.0136142999999, 16.63528730000006","48.32389820000039, 16.30909699999995"
"47.09578860000011, 9.925062600000018","47.26242489999997, 9.576522900000029"
"47.47001339999999, 9.8265395","47.262208299999884, 10.0784907"
"48.69640760000002, 15.90513430000001","48.72047949999973, 16.475055099999974"
"48.61684050000005, 16.523722900000013","48.70021370000012, 15.98829809999993"
"48.075348000001, 16.177039000000015","48.335647000000016, 16.72800269999997"
"47.13565940000013, 10.141439200000038","47.308811700000106, 10.488242600000019"
"47.14677180000005, 9.691021700000007","47.44121980000017, 9.6742626"
"48.06060750000033, 16.84625429999999","48.326512499999986, 16.20214180000002"
"46.75716330000052, 13.30099620000006","46.817876200000114, 13.855881199999967"
"48.225498900000005, 16.650988599999987","48.05622080000004, 16.085756499999952"
"48.727174700000084, 15.962736700000036","48.643333200000036, 16.500310900000034"
"46.7694910000002, 13.569831800000038","47.000958700000055, 13.125018100000027"
"48.70780720000015, 16.15493819999999","48.67537050000007, 15.585733200000007"
"47.56022010000002, 12.717013400000015","47.49592390000031, 12.163689299999952"
"48.35022610000008, 16.252319700000005","47.95210540000001, 16.280329199999994"
"48.67040319999973, 15.670990100000086","48.686505650000015, 16.244225350000008"
"47.13917160000006, 10.556099800000013","46.96920749999974, 10.179259200000011"
"47.179193700000056, 9.718534299999991","47.47194259999986, 9.594178000000005"
"48.0623828000001, 16.72009920000002","48.32753290000019, 16.19534240000004"
"48.711209400000065, 16.321922399999952","48.72532200000007, 15.752945599999965"
"48.224121599999854, 16.436350500000003","48.03087179999994, 15.807126199999994"
"47.227181999999814, 9.572318700000094","47.0132447000001, 9.956211599999978"
"47.45793079999993, 10.067374799999957","47.4464447999999, 9.659771600000001"
"47.968517800000164, 16.497029099999953","48.31636860000001, 16.283471199999987"
"48.20931490000002, 16.486089200000002","47.94598210000018, 16.018671700000045"
"47.23892299999999, 15.64664299999999","46.886570999999996, 15.89773400000001"
"48.3191482, 16.642899199999995","48.02422370000019, 16.228744400000014"
"46.78283789999975, 13.663241300000081","46.959864400000015, 13.183377700000012"
"48.16730190000034, 16.382567799999894","48.032638099999744, 15.758282899999953"
"47.073466699999976, 9.929333200000043","47.283867899999855, 9.69344069999999"
"48.08116379999997, 16.374207100000042","48.34342330000019, 16.796844299999915"
"48.260044000000086, 16.4110995","48.004224400000076, 15.931463599999988"
"47.09163889999995, 9.647724800000033","47.44252339999985, 9.740145000000048"
"48.60457210000048, 16.82522729999996","48.70985939999985, 16.32733549999996"
"46.93014539999974, 13.121800899999945","46.76323309999977, 13.601377299999875"
"46.94081730000008, 13.122492900000012","46.73686339999997, 13.633108699999994"
"48.606401600000346, 16.78819240000002","48.724433200000334, 16.27686739999992"
"47.01639710000015, 9.952072100000047","47.34020149999976, 9.696587699999933"
"47.320089700000096, 10.547422100000073","47.205190500000235, 10.12847519999999"
"47.450605399999915, 11.891226300000026","47.56141380000015, 12.447065600000052"
"48.70326300000029, 15.978190800000043","48.62282710000004, 15.406070800000045"
"48.70734480000004, 16.35770730000002","48.68771290000014, 15.723014400000006"
"48.07966850000077, 16.68025150000002","48.3188065999999, 16.199669400000026"
"48.30536570000008, 16.636310599999973","48.039993600000045, 16.196734900000013"
"47.2957418, 12.797129899999975","47.42194490000001, 13.377933500000074"
"48.25125330000024, 16.559498500000004","48.00497480000004, 16.057438900000083"
"48.66355910000034, 16.618017300000062","48.72062469999992, 16.026964200000002"
"48.71244030000016, 16.38032400000003","48.70731509999993, 15.785228199999981"
"47.038764800000095, 9.944580899999956","47.25882240000009, 9.725546499999977"
"47.45811330000008, 11.963188099999979","47.66810149999988, 12.452266300000009"
"46.91794599999978, 16.06736","47.09687870000005, 15.6014201"
"48.233266399999934, 16.475495499999997","48.03375820000004, 15.863239900000004"
"47.93274700000001, 16.438198299999904","48.303147299999914, 16.273746100000036"
"46.96883790000016, 9.914315200000003","47.23448290000067, 9.59260679999998"
"47.125027199999806, 10.5223026","46.96592059999983, 10.153701400000056"
"48.25531130000023, 16.519804599999972","47.976964800000154, 16.06930599999999"
"47.17970350000018, 15.618954499999948","46.87656030000009, 15.90394539999994"
"47.924884499999884, 16.187647299999956","48.31746060000017, 16.216596499999905"
"47.010862000000046, 9.953793000000015","47.246635000000175, 9.639482899999946"
"48.35888860000009, 16.738008200000003","48.11892619999995, 16.28017199999995"
"48.328750800000094, 16.582613800000036","48.02466420000021, 16.162682899999965"
"48.6686033999996, 16.491507699999996","48.33493099999992, 16.737168599999986"
"48.18044370000004, 16.497389000000013","48.533462200000066, 16.322907300000054"
"48.72775050000001, 15.7888472","48.70459129999991, 16.346780400000124"
"46.72309130000022, 13.246745300000013","46.8400954, 12.732891999999952"
"48.33427840000001, 16.292477300000048","47.97267360000001, 16.614107500000003"
"48.71845709999998, 16.046429299999996","48.66449050000005, 16.63231060000002"
"46.913588300000605, 16.04388279999997","47.09764300000015, 15.5872737"
"47.291307200000276, 12.964368299999983","47.309389200000005, 12.402768700000047"
"48.68986840000011, 15.762933200000012","48.65841829999998, 16.322194799999984"
"48.04104479999999, 16.277453000000044","48.366567799999956, 16.6493933"
"48.41393470000001, 16.75298240000002","48.149889999999914, 16.33661380000002"
"47.00816970000003, 10.0054458","47.25285380000006, 9.674352899999977"
"48.17716200000018, 16.47461879999998","48.55658029999996, 16.311394200000024"
"47.019744299999985, 9.979113800000034","47.24852030000024, 9.58703869999997"
"48.29191130000019, 16.437873700000047","48.03217900000003, 15.956759700000008"
"46.97054429999989, 10.05505229999994","47.21598100000005, 9.798386300000006"
"47.19728039999983, 16.02814159999999","47.0171845, 16.46244600000001"
"47.186630000000136, 9.649128999999938","47.0229574, 9.953383000000038"
"47.35220499999979, 9.76283700000001","47.41918389999993, 9.744753999999991"
"46.56306989999985, 14.289618700000034","46.64555119999999, 14.313876700000005"
"47.501724100000054, 12.55873569999987","47.486918900000035, 12.660599400000047"
"47.80402410000001, 16.604182100000013","47.74625769999988, 16.48164220000001"
"48.33310909999985, 16.28425759999998","48.29375490000011, 16.154909999999994"
"47.44442109999991, 12.816214199999973","47.55774040000003, 12.7194764"
"48.66322050000001, 15.450357900000032","48.71627270000003, 15.331463799999984"
"48.6304128000005, 15.308549599999989","48.684133399999865, 15.413748800000041"
"48.27870570000003, 16.419299100000007","48.28563339999995, 16.296052800000034"
"48.165050799999975, 16.350203","48.1246370000001, 16.2210307"
"47.50887030000007, 15.032077900000006","47.38508560000011, 15.043284599999867"
"48.20522510000003, 16.5703101","48.20738119999985, 16.44641380000003"
"47.74368799999985, 16.01426440000004","47.84605219999993, 16.067915000000017"
"47.192535200000115, 16.12037780000001","47.179493400000396, 16.22079430000007"
"47.218768200004035, 9.604845999999965","47.18833729999977, 9.66455169999996"
"47.79124139999997, 16.267270899999996","47.846817099999875, 16.32452610000002"
"48.61597580000003, 15.357680100000042","48.68404700000018, 15.417871099999978"
"47.317932600000105, 13.170891799999975","47.306634500000335, 13.035148200000036"
"47.28768430000006, 11.398563899999992","47.26143330000009, 11.464499399999996"
"48.13721599999998, 13.990667300000046","48.19416569999995, 14.065851600000038"
"47.52350850000056, 12.751384699999944","47.3904526000005, 12.846773700000025"
"47.500855300000026, 9.692234499999998","47.49817710000008, 9.633405099999942"
"47.19597160000044, 9.6912894","47.10973200000015, 9.655997300000019"
"46.9908920000001, 15.506779100000015","46.88407570000003, 15.528332699999995"
"47.48308270000006, 11.46506980000003","47.402359800000106, 11.567647699999913"
"47.41219850000003, 12.181387299999999","47.47213770000022, 12.167971900000031"
"46.617417700000125, 13.830373300000057","46.611332400000116, 13.966317400000056"
"47.419358900000255, 9.709373300000044","47.3688432999998, 9.773021300000012"
"48.17137500000016, 16.01511299999997","48.182660699999786, 15.837362000000008"
"48.009441899999864, 16.755252100000003","47.94932950000011, 16.763211999999953"
"48.30200070000009, 16.404563599999975","48.22399770000003, 16.323225400000045"
"47.44335010000011, 9.762309999999996","47.40101669999988, 9.829004599999994"
"48.23547159999999, 16.520999400000008","48.297924100000024, 16.440255199999985"
"48.20795930000014, 16.19690149999998","48.13727249999991, 16.151807100000063"
"48.34957909999996, 16.28641810000008","48.25750430000012, 16.36356000000002"
"47.88118489999999, 14.288097700000053","47.91556330000008, 14.184296699999988"
"48.235614700000006, 16.324717700000026","48.23126609999999, 16.199371700000036"
"47.3662364000005, 9.74571180000009","47.3366969, 9.656899199999954"
"48.22453900000031, 16.18716480000001","48.25041060000009, 16.290701500000047"
"46.5936166000003, 13.82753470000009","46.62474620000005, 13.933663000000013"
"47.45718090000015, 12.814892899999991","47.529929800000616, 12.733070100000024"
"48.1656381, 16.5107704","48.26421630000019, 16.435670199999993"
